1.31133000,1.31385000,1.31055000,1.31314000
1.31314000,1.31493000,1.31011000,1.31178000
1.31181000,1.31754000,1.31015000,1.31418000
1.31416000,1.31856000,1.31331000,1.31762000
1.31763000,1.32116000,1.31762000,1.31865000
1.31854000,1.31964000,1.31798000,1.31905000
1.31909000,1.31999000,1.31643000,1.31672000
1.31674000,1.31826000,1.31462000,1.31512000
1.31513000,1.31735000,1.31212000,1.31352000
1.31353000,1.31374000,1.30686000,1.30833000
1.30834000,1.30851000,1.30710000,1.30744000
1.30652000,1.30740000,1.30081000,1.30121000
1.30120000,1.30274000,1.30089000,1.30163000
1.30165000,1.30291000,1.29939000,1.30135000
1.30136000,1.30533000,1.30054000,1.30446000
1.30449000,1.30920000,1.30253000,1.30909000
1.30911000,1.31468000,1.30849000,1.31407000
1.31406000,1.31406000,1.31152000,1.31175000
1.31174000,1.31262000,1.31052000,1.31145000
1.31144000,1.31589000,1.30894000,1.31452000
1.31471000,1.31715000,1.31232000,1.31343000
1.31343000,1.31552000,1.31034000,1.31226000
1.31226000,1.31432000,1.31212000,1.31257000
1.31257000,1.31399000,1.31222000,1.31339000
1.31338000,1.31342000,1.31082000,1.31134000
1.31134000,1.31266000,1.30811000,1.30811000
1.30811000,1.30983000,1.30570000,1.30662000
1.30661000,1.31360000,1.30602000,1.31146000
1.31144000,1.31320000,1.31040000,1.31213000
1.31213000,1.31261000,1.31093000,1.31209000
1.31209000,1.31304000,1.31106000,1.31150000
1.31150000,1.31644000,1.31050000,1.31340000
1.31340000,1.31482000,1.30686000,1.30879000
1.30879000,1.31516000,1.30854000,1.31226000
1.31227000,1.31382000,1.31179000,1.31361000
1.31361000,1.31543000,1.31312000,1.31436000
1.31437000,1.31453000,1.31277000,1.31435000
1.31436000,1.31783000,1.31279000,1.31564000
1.31565000,1.32082000,1.31467000,1.31907000
1.31908000,1.32236000,1.31765000,1.32112000
1.32113000,1.32259000,1.32074000,1.32157000
1.31834000,1.32092000,1.31786000,1.31914000
1.31914000,1.31966000,1.31826000,1.31945000
1.31946000,1.31960000,1.31331000,1.31449000
1.31449000,1.31585000,1.31193000,1.31292000
1.31291000,1.31462000,1.31037000,1.31352000
1.31352000,1.31595000,1.31318000,1.31554000
1.31554000,1.31569000,1.31457000,1.31531000
1.31530000,1.31589000,1.31440000,1.31579000
1.31579000,1.31831000,1.31530000,1.31639000
1.31636000,1.31766000,1.31477000,1.31542000
1.31542000,1.32172000,1.31519000,1.31967000
1.31967000,1.32026000,1.31797000,1.31947000
1.31946000,1.32054000,1.31901000,1.31973000
1.31974000,1.32000000,1.31902000,1.31937000
1.31936000,1.32217000,1.31849000,1.32156000
1.32155000,1.32355000,1.31946000,1.32063000
1.32063000,1.32250000,1.31801000,1.31992000
1.31993000,1.32325000,1.31740000,1.32153000
1.32153000,1.32325000,1.32149000,1.32213000
1.32217000,1.32299000,1.32156000,1.32229000
1.32230000,1.32619000,1.32169000,1.32352000
1.32348000,1.32411000,1.31975000,1.32120000
1.32121000,1.32534000,1.32042000,1.32341000
1.32344000,1.32411000,1.32176000,1.32180000
1.32163000,1.32224000,1.31758000,1.32036000
1.32036000,1.32081000,1.31812000,1.31846000
1.31844000,1.32146000,1.31565000,1.32070000
1.32076000,1.32691000,1.32051000,1.32574000
1.32574000,1.32616000,1.32405000,1.32551000
1.32550000,1.32659000,1.32347000,1.32514000
1.32345000,1.32466000,1.32293000,1.32343000
1.32343000,1.32508000,1.32316000,1.32478000
1.32476000,1.32657000,1.32290000,1.32386000
1.32386000,1.32423000,1.32073000,1.32251000
1.32251000,1.32412000,1.32196000,1.32277000
1.32276000,1.32429000,1.32247000,1.32375000
1.32377000,1.32421000,1.32363000,1.32371000
1.32372000,1.32587000,1.32327000,1.32489000
1.32490000,1.32770000,1.32391000,1.32682000
1.32684000,1.32754000,1.32432000,1.32665000
1.32666000,1.32826000,1.32033000,1.32208000
1.32208000,1.32431000,1.32136000,1.32351000
1.32351000,1.32403000,1.32098000,1.32126000
1.32127000,1.32320000,1.32101000,1.32220000
1.32219000,1.32294000,1.31621000,1.31660000
1.31659000,1.31712000,1.31213000,1.31308000
1.31309000,1.31665000,1.31290000,1.31665000
1.31665000,1.31666000,1.31497000,1.31568000
1.31567000,1.31581000,1.31448000,1.31528000
1.31528000,1.31533000,1.31355000,1.31451000
1.31451000,1.31619000,1.31300000,1.31395000
1.31396000,1.31717000,1.30946000,1.31676000
1.31678000,1.31792000,1.31422000,1.31443000
1.31443000,1.31535000,1.31413000,1.31513000
1.31514000,1.31539000,1.31435000,1.31476000
1.31476000,1.31614000,1.31461000,1.31467000
1.31466000,1.31553000,1.31263000,1.31311000
1.31312000,1.31529000,1.31136000,1.31474000
1.31476000,1.31774000,1.30807000,1.30872000
1.30870000,1.30942000,1.30795000,1.30814000
1.30111000,1.30309000,1.29537000,1.29752000
1.29753000,1.29844000,1.29685000,1.29762000
1.29761000,1.30216000,1.29760000,1.30093000
1.30091000,1.30441000,1.30018000,1.30281000
1.30281000,1.30634000,1.30281000,1.30599000
1.30599000,1.30634000,1.30467000,1.30490000
1.30488000,1.30641000,1.30373000,1.30391000
1.30391000,1.30431000,1.30244000,1.30299000
1.30300000,1.30389000,1.30063000,1.30121000
1.30122000,1.30368000,1.29894000,1.30015000
1.30014000,1.30243000,1.29816000,1.30090000
1.30089000,1.30422000,1.30029000,1.30047000
1.30046000,1.30066000,1.29876000,1.29914000
1.29915000,1.29936000,1.29643000,1.29684000
1.29685000,1.29975000,1.29662000,1.29708000
1.29707000,1.29834000,1.29311000,1.29382000
1.29382000,1.29575000,1.29105000,1.29488000
1.29490000,1.29697000,1.29275000,1.29283000
1.29283000,1.29422000,1.29233000,1.29411000
1.29412000,1.29559000,1.29334000,1.29510000
1.29506000,1.29672000,1.29401000,1.29450000
1.29450000,1.29672000,1.29237000,1.29528000
1.29528000,1.29782000,1.29457000,1.29615000
1.29616000,1.29639000,1.29337000,1.29343000
1.29342000,1.29429000,1.29254000,1.29423000
1.29423000,1.29424000,1.29040000,1.29242000
1.29242000,1.29506000,1.29046000,1.29407000
1.29408000,1.29553000,1.29188000,1.29239000
1.29239000,1.29565000,1.29185000,1.29405000
1.29404000,1.29412000,1.29121000,1.29122000
1.29006000,1.29033000,1.28807000,1.29005000
1.29005000,1.29023000,1.28782000,1.28862000
1.28861000,1.28961000,1.28602000,1.28643000
1.28641000,1.28831000,1.28290000,1.28449000
1.28449000,1.28500000,1.28242000,1.28443000
1.28443000,1.28564000,1.28201000,1.28223000
1.28226000,1.28367000,1.28145000,1.28281000
1.28282000,1.28359000,1.28133000,1.28256000
1.28254000,1.28681000,1.28219000,1.28483000
1.28469000,1.28614000,1.27993000,1.28027000
1.28027000,1.28101000,1.27527000,1.27679000
1.27681000,1.27712000,1.27210000,1.27277000
1.27276000,1.27367000,1.27260000,1.27261000
1.27262000,1.27340000,1.26976000,1.27131000
1.27128000,1.27406000,1.26804000,1.27137000
1.27138000,1.27580000,1.26951000,1.27411000
1.27410000,1.27561000,1.26876000,1.27411000
1.27412000,1.27416000,1.27005000,1.27145000
1.27144000,1.27455000,1.27105000,1.27379000
1.27379000,1.27482000,1.27331000,1.27412000
1.27411000,1.27480000,1.27114000,1.27196000
1.27194000,1.27196000,1.26661000,1.27107000
1.27107000,1.27362000,1.26813000,1.27132000
1.27131000,1.27332000,1.26872000,1.26967000
1.26967000,1.27071000,1.26654000,1.26850000
1.26849000,1.26910000,1.26581000,1.26634000
1.26634000,1.27019000,1.26413000,1.26866000
1.26866000,1.27284000,1.26742000,1.27086000
1.27085000,1.27381000,1.27017000,1.27295000
1.27296000,1.27930000,1.27136000,1.27760000
1.27626000,1.27998000,1.27473000,1.27840000
1.27839000,1.28118000,1.27839000,1.27881000
1.27882000,1.27892000,1.27564000,1.27690000
1.27691000,1.27756000,1.27403000,1.27430000
1.27431000,1.27923000,1.27243000,1.27800000
1.27798000,1.28232000,1.27722000,1.28157000
1.28156000,1.28183000,1.27980000,1.27996000
1.27996000,1.28019000,1.27813000,1.27843000
1.27843000,1.28065000,1.27708000,1.27760000
1.27760000,1.27760000,1.27370000,1.27481000
1.27480000,1.27764000,1.27195000,1.27343000
1.27341000,1.27362000,1.26571000,1.26816000
1.26826000,1.26875000,1.26442000,1.26533000
1.26533000,1.26847000,1.26450000,1.26714000
1.26714000,1.26799000,1.26141000,1.26453000
1.26452000,1.26753000,1.26278000,1.26726000
1.26725000,1.26864000,1.25445000,1.25593000
1.25596000,1.26021000,1.25507000,1.25799000
1.25799000,1.25974000,1.25541000,1.25687000
1.25686000,1.25851000,1.25658000,1.25712000
1.25712000,1.25954000,1.25148000,1.25541000
1.25542000,1.25923000,1.25540000,1.25907000
1.25903000,1.26189000,1.25420000,1.25439000
1.25440000,1.25576000,1.25199000,1.25318000
1.25319000,1.25471000,1.25251000,1.25387000
1.25388000,1.25516000,1.25175000,1.25285000
1.25285000,1.26016000,1.25209000,1.25792000
1.25794000,1.25933000,1.25027000,1.25070000
1.25068000,1.25469000,1.24954000,1.25131000
1.25129000,1.25259000,1.25068000,1.25145000
1.25723000,1.25785000,1.25590000,1.25643000
1.25644000,1.25961000,1.25637000,1.25918000
1.25919000,1.26234000,1.25666000,1.25749000
1.25750000,1.25965000,1.25616000,1.25716000
1.25718000,1.25718000,1.25240000,1.25300000
1.25299000,1.25418000,1.25285000,1.25399000
1.25396000,1.25470000,1.25089000,1.25229000
1.25230000,1.25376000,1.25165000,1.25331000
1.25331000,1.25735000,1.25240000,1.25490000
1.25487000,1.25611000,1.25161000,1.25330000
1.25330000,1.25528000,1.24602000,1.24806000
1.24804000,1.25090000,1.24758000,1.25000000
1.25002000,1.25036000,1.24632000,1.24643000
1.24642000,1.24718000,1.24561000,1.24677000
1.24678000,1.24797000,1.24378000,1.24418000
1.24418000,1.24702000,1.24235000,1.24415000
1.24415000,1.24430000,1.23853000,1.24049000
1.24048000,1.24048000,1.23606000,1.23647000
1.23648000,1.23766000,1.23571000,1.23648000
1.23648000,1.23877000,1.23616000,1.23861000
1.23862000,1.24223000,1.23825000,1.24097000
1.24098000,1.24274000,1.23786000,1.24037000
1.24037000,1.24041000,1.23355000,1.23621000
1.23621000,1.23789000,1.23537000,1.23621000
1.23612000,1.23673000,1.23371000,1.23386000
1.23388000,1.23544000,1.23228000,1.23468000
1.23468000,1.23650000,1.23249000,1.23312000
1.23313000,1.23446000,1.22873000,1.23341000
1.23349000,1.24570000,1.23325000,1.23843000
1.23842000,1.24472000,1.23839000,1.24314000
1.24147000,1.24412000,1.23849000,1.23915000
1.23914000,1.24122000,1.23855000,1.24025000
1.24026000,1.24282000,1.23991000,1.24178000
1.24178000,1.24456000,1.24121000,1.24357000
1.24357000,1.25084000,1.24356000,1.24752000
1.24750000,1.25016000,1.24734000,1.24978000
1.24978000,1.25411000,1.24896000,1.25312000
1.25311000,1.25358000,1.25169000,1.25241000
1.25242000,1.25296000,1.24141000,1.24172000
1.24168000,1.24429000,1.24091000,1.24287000
1.24286000,1.24684000,1.24251000,1.24359000
1.24358000,1.24542000,1.24296000,1.24505000
1.24506000,1.24676000,1.24399000,1.24573000
1.24573000,1.25157000,1.24544000,1.25019000
1.25019000,1.25267000,1.24771000,1.25120000
1.25119000,1.25173000,1.24402000,1.24443000
1.24442000,1.25729000,1.24429000,1.25590000
1.25591000,1.25844000,1.25422000,1.25799000
1.25800000,1.25815000,1.25654000,1.25665000
1.25665000,1.25841000,1.25565000,1.25629000
1.25629000,1.25717000,1.25392000,1.25626000
1.25626000,1.26053000,1.25605000,1.25915000
1.25914000,1.26243000,1.25442000,1.25644000
1.25644000,1.26135000,1.25548000,1.25595000
1.25597000,1.25737000,1.25279000,1.25386000
1.25385000,1.25409000,1.25129000,1.25231000
1.25231000,1.25264000,1.24517000,1.24611000
1.24610000,1.24843000,1.24391000,1.24478000
1.24478000,1.24930000,1.24344000,1.24903000
1.24906000,1.25170000,1.24899000,1.25146000
1.26384000,1.26670000,1.26161000,1.26327000
1.26328000,1.26422000,1.26230000,1.26337000
1.26337000,1.26459000,1.25899000,1.25920000
1.25923000,1.26075000,1.25270000,1.25566000
1.25567000,1.25652000,1.24823000,1.24953000
1.24952000,1.25051000,1.24796000,1.24805000
1.24805000,1.24830000,1.24490000,1.24807000
1.24806000,1.25066000,1.24763000,1.24957000
1.24956000,1.25212000,1.24681000,1.25100000
1.25101000,1.25280000,1.24785000,1.24911000
1.24912000,1.25176000,1.24415000,1.24839000
1.24842000,1.25143000,1.24818000,1.25020000
1.25019000,1.25149000,1.24875000,1.24899000
1.24898000,1.24952000,1.24729000,1.24883000
1.24882000,1.25373000,1.24850000,1.25211000
1.25211000,1.25598000,1.25197000,1.25392000
1.25394000,1.26093000,1.25146000,1.25799000
1.25800000,1.25991000,1.25528000,1.25550000
1.25550000,1.25769000,1.25541000,1.25568000
1.25568000,1.25869000,1.25512000,1.25800000
1.25800000,1.25885000,1.25420000,1.25478000
1.25479000,1.25876000,1.25412000,1.25778000
1.25779000,1.26172000,1.25621000,1.25964000
1.25965000,1.26357000,1.25864000,1.26309000
1.26310000,1.26339000,1.26135000,1.26142000
1.26142000,1.26457000,1.26130000,1.26384000
1.26384000,1.26427000,1.26126000,1.26324000
1.26323000,1.26356000,1.25926000,1.25993000
1.25991000,1.26422000,1.25910000,1.26329000
1.26328000,1.26634000,1.26311000,1.26364000
1.26996000,1.27462000,1.26972000,1.27106000
1.27106000,1.27141000,1.26717000,1.27050000
1.27050000,1.27243000,1.26180000,1.26497000
1.26498000,1.26581000,1.25894000,1.25915000
1.25916000,1.26078000,1.25578000,1.25615000
1.25613000,1.25883000,1.25563000,1.25742000
1.25740000,1.26035000,1.25735000,1.25954000
1.25955000,1.26150000,1.25865000,1.26117000
1.26118000,1.26197000,1.25678000,1.25913000
1.25895000,1.26286000,1.25735000,1.26134000
1.26135000,1.27075000,1.26124000,1.26914000
1.26915000,1.27295000,1.26822000,1.26842000
1.26843000,1.26890000,1.26611000,1.26682000
1.26683000,1.26778000,1.26645000,1.26715000
1.26716000,1.27051000,1.26694000,1.26990000
1.26991000,1.27188000,1.26816000,1.27013000
1.27013000,1.27231000,1.26370000,1.26920000
1.26919000,1.27417000,1.26504000,1.27033000
1.27036000,1.27061000,1.26627000,1.26681000
1.26680000,1.26778000,1.26587000,1.26697000
1.26696000,1.26863000,1.26418000,1.26673000
1.26674000,1.26979000,1.26547000,1.26623000
1.26623000,1.26649000,1.25527000,1.25646000
1.25645000,1.25722000,1.25307000,1.25374000
1.25373000,1.25595000,1.25370000,1.25543000
1.25544000,1.25638000,1.25514000,1.25525000
1.25525000,1.25605000,1.25185000,1.25485000
1.25485000,1.25597000,1.25245000,1.25326000
1.25326000,1.25823000,1.25213000,1.25617000
1.25617000,1.25716000,1.25550000,1.25668000
1.25476000,1.25564000,1.25303000,1.25326000
1.25327000,1.25436000,1.25274000,1.25362000
1.25362000,1.25363000,1.24843000,1.25011000
1.25010000,1.25040000,1.24702000,1.24943000
1.24944000,1.25041000,1.24719000,1.24967000
1.24965000,1.25050000,1.24934000,1.25023000
1.25021000,1.25195000,1.24953000,1.25137000
1.25137000,1.25230000,1.24960000,1.25022000
1.25023000,1.25294000,1.24808000,1.24861000
1.24860000,1.25142000,1.24549000,1.24692000
1.24692000,1.25038000,1.24410000,1.24935000
1.24936000,1.25036000,1.24803000,1.24891000
1.24892000,1.24977000,1.24795000,1.24824000
1.24825000,1.25072000,1.24810000,1.25015000
1.25016000,1.25045000,1.24805000,1.24926000
1.24926000,1.24993000,1.24657000,1.24706000
1.24705000,1.24819000,1.24446000,1.24737000
1.24740000,1.24757000,1.24557000,1.24669000
1.24667000,1.24927000,1.24658000,1.24913000
1.24914000,1.25232000,1.24841000,1.25153000
1.25154000,1.25191000,1.24064000,1.24258000
1.24256000,1.24608000,1.24158000,1.24327000
1.24327000,1.24468000,1.24177000,1.24243000
1.24241000,1.24524000,1.24130000,1.24418000
1.24417000,1.24515000,1.24319000,1.24485000
1.24487000,1.26261000,1.24422000,1.25732000
1.25731000,1.26086000,1.25521000,1.25763000
1.25760000,1.26916000,1.25654000,1.26778000
1.26779000,1.26903000,1.26464000,1.26501000
1.26503000,1.26673000,1.26401000,1.26611000
1.26757000,1.26792000,1.26278000,1.26322000
1.26322000,1.26343000,1.26135000,1.26242000
1.26241000,1.26495000,1.26106000,1.26449000
1.26448000,1.26665000,1.25855000,1.25975000
1.25976000,1.26054000,1.25673000,1.25905000
1.25905000,1.25915000,1.25736000,1.25744000
1.25746000,1.25869000,1.25737000,1.25803000
1.25803000,1.26064000,1.25763000,1.25924000
1.25925000,1.26132000,1.25755000,1.25959000
1.25960000,1.25997000,1.25583000,1.25715000
1.25715000,1.26262000,1.25614000,1.26089000
1.26091000,1.26110000,1.26030000,1.26058000
1.26059000,1.26068000,1.25809000,1.25815000
1.25813000,1.26004000,1.25805000,1.25883000
1.25883000,1.25996000,1.25744000,1.25842000
1.25842000,1.25877000,1.25551000,1.25612000
1.25612000,1.25634000,1.25072000,1.25428000
1.25432000,1.25433000,1.25221000,1.25237000
1.25238000,1.25346000,1.25114000,1.25295000
1.25295000,1.25377000,1.25210000,1.25282000
1.25282000,1.25363000,1.25045000,1.25100000
1.25099000,1.25266000,1.23756000,1.23966000
1.23964000,1.24032000,1.23630000,1.23922000
1.23921000,1.23960000,1.23827000,1.23898000
1.23899000,1.23951000,1.23812000,1.23826000
1.23826000,1.23888000,1.23739000,1.23802000
1.23801000,1.24002000,1.23654000,1.23835000
1.23836000,1.23881000,1.23229000,1.23245000
1.23245000,1.23360000,1.22653000,1.22795000
1.22794000,1.22993000,1.22592000,1.22861000
1.22611000,1.22855000,1.22551000,1.22807000
1.22808000,1.22956000,1.22785000,1.22855000
1.22855000,1.23065000,1.22707000,1.22753000
1.22752000,1.23159000,1.22720000,1.22966000
1.22966000,1.23232000,1.22766000,1.23076000
1.23075000,1.23212000,1.23036000,1.23114000
1.23113000,1.23202000,1.22950000,1.23015000
1.23016000,1.23077000,1.22811000,1.22837000
1.22837000,1.23218000,1.22801000,1.23136000
1.23135000,1.23329000,1.22611000,1.22810000
1.22810000,1.22977000,1.22345000,1.22552000
1.22552000,1.22619000,1.22447000,1.22484000
1.22483000,1.22564000,1.22458000,1.22532000
1.22532000,1.22654000,1.22502000,1.22568000
1.22567000,1.22957000,1.22550000,1.22885000
1.22885000,1.22934000,1.22534000,1.22663000
1.22662000,1.22831000,1.22254000,1.22526000
1.22522000,1.22732000,1.22120000,1.22372000
1.22373000,1.22473000,1.22324000,1.22378000
1.22377000,1.22438000,1.22224000,1.22382000
1.22384000,1.22422000,1.22070000,1.22153000
1.22155000,1.22256000,1.21661000,1.21820000
1.21821000,1.22104000,1.21725000,1.21959000
1.21957000,1.22096000,1.21814000,1.22017000
1.22009000,1.22091000,1.21804000,1.21923000
1.21922000,1.22156000,1.21894000,1.22062000
1.22063000,1.22134000,1.21811000,1.22037000
1.22037000,1.22175000,1.21668000,1.21673000
1.21672000,1.22554000,1.21615000,1.22303000
1.22304000,1.22481000,1.22304000,1.22462000
1.22665000,1.22717000,1.22352000,1.22355000
1.22356000,1.22430000,1.22308000,1.22363000
1.22364000,1.22428000,1.22044000,1.22059000
1.22063000,1.22366000,1.21746000,1.22336000
1.22337000,1.22732000,1.22111000,1.22600000
1.22599000,1.22886000,1.22554000,1.22697000
1.22699000,1.22813000,1.22641000,1.22784000
1.22785000,1.23124000,1.22750000,1.22920000
1.22921000,1.23101000,1.22752000,1.22972000
1.22970000,1.23157000,1.22696000,1.22808000
1.22807000,1.22844000,1.21881000,1.22436000
1.22436000,1.22978000,1.22428000,1.22919000
1.22920000,1.23050000,1.22831000,1.22961000
1.22962000,1.23003000,1.22752000,1.22872000
1.22872000,1.22935000,1.22660000,1.22830000
1.22829000,1.22851000,1.22159000,1.22236000
1.22237000,1.22736000,1.22172000,1.22647000
1.22648000,1.22862000,1.22540000,1.22821000
1.22822000,1.22868000,1.22742000,1.22837000
1.22836000,1.22957000,1.22801000,1.22853000
1.22852000,1.23228000,1.22620000,1.22732000
1.22732000,1.23190000,1.22629000,1.22721000
1.22722000,1.22883000,1.22283000,1.22766000
1.22767000,1.22868000,1.22583000,1.22787000
1.22788000,1.22815000,1.22493000,1.22570000
1.22570000,1.22819000,1.22523000,1.22590000
1.22590000,1.22764000,1.22460000,1.22583000
1.22582000,1.22608000,1.21851000,1.21948000
1.21942000,1.21953000,1.21434000,1.21719000
1.21717000,1.21732000,1.21503000,1.21552000
1.21194000,1.21331000,1.21118000,1.21285000
1.21285000,1.21331000,1.21051000,1.21133000
1.21133000,1.21184000,1.20814000,1.21054000
1.21054000,1.21380000,1.20664000,1.20834000
1.20834000,1.21436000,1.20718000,1.21345000
1.21346000,1.21410000,1.21146000,1.21154000
1.21154000,1.21340000,1.21072000,1.21211000
1.21211000,1.21370000,1.21126000,1.21252000
1.21253000,1.21309000,1.20909000,1.21118000
1.21118000,1.21140000,1.20764000,1.20920000
1.20921000,1.21135000,1.20413000,1.20516000
1.20516000,1.20727000,1.20465000,1.20588000
1.20589000,1.20695000,1.20527000,1.20594000
1.20595000,1.20785000,1.20581000,1.20755000
1.20754000,1.21333000,1.20526000,1.21268000
1.21269000,1.21694000,1.21131000,1.21475000
1.21477000,1.21583000,1.21124000,1.21257000
1.21254000,1.21625000,1.21238000,1.21545000
1.21545000,1.21550000,1.21267000,1.21356000
1.21355000,1.21432000,1.21277000,1.21375000
1.21374000,1.21608000,1.21183000,1.21227000
1.21226000,1.23159000,1.21167000,1.23009000
1.23008000,1.23284000,1.22747000,1.22782000
1.22781000,1.22921000,1.22751000,1.22814000
1.22812000,1.22857000,1.22700000,1.22727000
1.22726000,1.22908000,1.22702000,1.22889000
1.22891000,1.23135000,1.22409000,1.22473000
1.22472000,1.23321000,1.22430000,1.22800000
1.22800000,1.23765000,1.22799000,1.23566000
1.23567000,1.23888000,1.22792000,1.23195000
1.22964000,1.23094000,1.22924000,1.22949000
1.22948000,1.22966000,1.22828000,1.22863000
1.22864000,1.22962000,1.22546000,1.22647000
1.22648000,1.22896000,1.22246000,1.22437000
1.22436000,1.22634000,1.22286000,1.22612000
1.22611000,1.22618000,1.22479000,1.22592000
1.22592000,1.22637000,1.22498000,1.22600000
1.22600000,1.22887000,1.22573000,1.22818000
1.22817000,1.22860000,1.22482000,1.22578000
1.22577000,1.23183000,1.22546000,1.22953000
1.22954000,1.23291000,1.22693000,1.23059000
1.23058000,1.23127000,1.22896000,1.23028000
1.23027000,1.23033000,1.22886000,1.22896000
1.22895000,1.22973000,1.22797000,1.22912000
1.22911000,1.23356000,1.22891000,1.23113000
1.23112000,1.23192000,1.22842000,1.23039000
1.23043000,1.23247000,1.22922000,1.22982000
1.22981000,1.23069000,1.22174000,1.22248000
1.22247000,1.22441000,1.22171000,1.22317000
1.22319000,1.22557000,1.22292000,1.22494000
1.22495000,1.22810000,1.22367000,1.22707000
1.22706000,1.24033000,1.21973000,1.22097000
1.22088000,1.22241000,1.21331000,1.21619000
1.21611000,1.21824000,1.21544000,1.21797000
1.21785000,1.21844000,1.21658000,1.21730000
1.21733000,1.21792000,1.21687000,1.21748000
1.21747000,1.22175000,1.21729000,1.22116000
1.22116000,1.22916000,1.22110000,1.22587000
1.22588000,1.23915000,1.22425000,1.23719000
1.23720000,1.23869000,1.23671000,1.23854000
1.23965000,1.24424000,1.23820000,1.24058000
1.24057000,1.24067000,1.23869000,1.23938000
1.23940000,1.23942000,1.23410000,1.23609000
1.23609000,1.23960000,1.23474000,1.23915000
1.23916000,1.24286000,1.23727000,1.24092000
1.24093000,1.24158000,1.23880000,1.23993000
1.23997000,1.24024000,1.23836000,1.23906000
1.23905000,1.24062000,1.23892000,1.23912000
1.23913000,1.24319000,1.23753000,1.24108000
1.24109000,1.24409000,1.23943000,1.24168000
1.24168000,1.24384000,1.24143000,1.24181000
1.24180000,1.24223000,1.23933000,1.23977000
1.23979000,1.23983000,1.23762000,1.23917000
1.23917000,1.24014000,1.23846000,1.23853000
1.23855000,1.23961000,1.23610000,1.23841000
1.23841000,1.23909000,1.23267000,1.23317000
1.23317000,1.23752000,1.23260000,1.23664000
1.23664000,1.23673000,1.23441000,1.23638000
1.23638000,1.23755000,1.23604000,1.23740000
1.23739000,1.23864000,1.23715000,1.23787000
1.23786000,1.23845000,1.23316000,1.23372000
1.23371000,1.23452000,1.22935000,1.23068000
1.23068000,1.23215000,1.22663000,1.22797000
1.22797000,1.23064000,1.22716000,1.23042000
1.23041000,1.23067000,1.22900000,1.22967000
1.22965000,1.23003000,1.22858000,1.22918000
1.22917000,1.22964000,1.22605000,1.22807000
1.22806000,1.22823000,1.22554000,1.22666000
1.22666000,1.23158000,1.22407000,1.22930000
1.22930000,1.22999000,1.22849000,1.22872000
1.22892000,1.22904000,1.22665000,1.22695000
