Open,High,Low,Close
1.1003356,1.1035354,1.1012858,1.1025945
1.1013803,1.1045725,1.1023136,1.1036316
1.1015625,1.104753,1.1024915,1.1038046
1.1009092,1.1040999,1.1018391,1.1031626
1.1008526,1.1040518,1.1017894,1.1031059
1.0995731,1.1027654,1.1005251,1.1018484
1.0984163,1.1016266,1.0994074,1.1007036
1.1008638,1.1040584,1.1018137,1.1031301
1.1015935,1.1047813,1.1025167,1.103838
1.1015499,1.1047448,1.1024812,1.1037903
1.1025314,1.1057197,1.1034467,1.104759
1.1020293,1.1052105,1.1029453,1.1042709
1.1016245,1.1048129,1.1025388,1.1038759
1.1017772,1.104969,1.1027206,1.1040242
1.1028614,1.1060374,1.1037568,1.1050944
1.1033722,1.1065581,1.1042771,1.1055992
1.1053928,1.1085632,1.1062583,1.107588
1.1034045,1.1065663,1.104295,1.1056396
1.0995858,1.1027732,1.1005297,1.1018695
1.0946121,1.097827,1.0956436,1.0969582
1.0926174,1.0958658,1.0936854,1.0949707
1.0921271,1.0953825,1.0932083,1.0944852
1.093269,1.0965153,1.0943367,1.0956117
1.0931574,1.0963902,1.0942068,1.0955168
1.0897111,1.0929666,1.0908237,1.0921053
1.0878582,1.0911306,1.0890043,1.0902753
1.0876346,1.0909138,1.0887778,1.0900502
1.0878496,1.0911316,1.0889962,1.0902584
1.0882344,1.0915115,1.089376,1.0906372
1.0873554,1.090628,1.088503,1.0897791
1.0869895,1.0902767,1.088156,1.089412
1.0862339,1.0895114,1.0874131,1.0886712
1.0863278,1.0896183,1.0874984,1.088757
1.0868771,1.0901622,1.0880357,1.0892998
1.0861903,1.089478,1.087363,1.0886194
1.0862728,1.089562,1.0874519,1.0887038
1.0855355,1.0888195,1.0867145,1.0879793
1.0843499,1.0876507,1.0855632,1.0868032
1.0859921,1.0892857,1.0871727,1.0884256
1.0868788,1.0901659,1.0880419,1.0892968
1.0864114,1.0896947,1.0875783,1.0888402
1.0863895,1.0896796,1.087558,1.0888187
1.0887012,1.0919812,1.0898464,1.0911067
1.0928758,1.0961236,1.0939516,1.0952432
1.095202,1.0984364,1.0962279,1.0975239
1.0947952,1.0980269,1.0958264,1.0971203
1.0945339,1.0977721,1.095578,1.0968606
1.0952973,1.0985262,1.0963347,1.0976223
1.095763,1.0989834,1.0968157,1.0980911
1.0993402,1.102541,1.1003027,1.101633
1.1000485,1.1032526,1.1010051,1.1023083
1.0986438,1.1018553,1.0996119,1.1009202
1.0987351,1.1019481,1.0997062,1.1010076
1.0969361,1.100142,1.0979323,1.0992463
1.095479,1.0987083,1.0965055,1.0977992
1.0986234,1.1018403,1.0996234,1.1009159
1.1013291,1.1045196,1.1022592,1.1035746
1.1014118,1.104607,1.102339,1.1036533
1.1017094,1.1049013,1.1026286,1.1039486
1.101952,1.1051391,1.1028607,1.1041969
1.1018786,1.1050706,1.1028094,1.1041195
1.1027834,1.1059606,1.1036794,1.1050222
1.1007795,1.1039727,1.1017234,1.1030312
1.0992763,1.1024724,1.1002357,1.1015526
1.0975289,1.1007444,1.0985199,1.099819
1.097217,1.1004337,1.0982091,1.0995159
1.0960169,1.0992367,1.0970242,1.0983326
1.0988355,1.1020541,1.0998328,1.101129
1.1011207,1.104305,1.102046,1.1033751
1.0986632,1.1018667,1.0996351,1.1009456
